 Statistics List (1),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
4,               Divorces by Age of Husband and Wife,Statistics Table,Statistics Korea,Annual (1990 ~ 2023),"Statistical Database -> Population -> Vital Statistics(Live Birth,Death,Marriage,Divorce) -> Divorce -> Divorces by Age of Husband and Wife", -> A -> A_3 -> A24 -> 
4,               Mean Age of Husband and Wife at Divorce for Provinces,Statistics Table,Statistics Korea,Annual (1990 ~ 2023),"Statistical Database -> Population -> Vital Statistics(Live Birth,Death,Marriage,Divorce) -> Divorce -> Mean Age of Husband and Wife at Divorce for Provinces", -> A -> A_3 -> A24 -> 
4,               Divorces by Legal Type of Divorce of Husband and Wife for Provinces ,Statistics Table,Statistics Korea,Annual (1993 ~ 2023),"Statistical Database -> Population -> Vital Statistics(Live Birth,Death,Marriage,Divorce) -> Divorce -> Divorces by Legal Type of Divorce of Husband and Wife for Provinces ", -> A -> A_3 -> A24 -> 
4,               Divorces by Age Group of Husband and Wife and Duration of Marriage,Statistics Table,Statistics Korea,Annual (1990 ~ 2023),"Statistical Database -> Population -> Vital Statistics(Live Birth,Death,Marriage,Divorce) -> Divorce -> Divorces by Age Group of Husband and Wife and Duration of Marriage", -> A -> A_3 -> A24 -> 
4,               Divorces by Duration of Cohabitation for Provinces,Statistics Table,Statistics Korea,Annual (1990 ~ 2023),"Statistical Database -> Population -> Vital Statistics(Live Birth,Death,Marriage,Divorce) -> Divorce -> Divorces by Duration of Cohabitation for Provinces", -> A -> A_3 -> A24 -> 
4,               Divorces by Age Group of Husband and Wife and Reasons for Divorce,Statistics Table,Statistics Korea,Annual (1990 ~ 2017),"Statistical Database -> Population -> Vital Statistics(Live Birth,Death,Marriage,Divorce) -> Divorce -> Divorces by Age Group of Husband and Wife and Reasons for Divorce", -> A -> A_3 -> A24 -> 
4,               Divorces by Reasons for Divorce of Husband and Wife for Provinces ,Statistics Table,Statistics Korea,Annual (1990 ~ 2017),"Statistical Database -> Population -> Vital Statistics(Live Birth,Death,Marriage,Divorce) -> Divorce -> Divorces by Reasons for Divorce of Husband and Wife for Provinces ", -> A -> A_3 -> A24 -> 
3,          Multicultural,,,,"Statistical Database -> Population -> Vital Statistics(Live Birth,Death,Marriage,Divorce) -> Multicultural", -> A -> A_3 -> A2_5
4,               multicultural marriages by citizenship,Statistics Table,Statistics Korea,Annual (2008 ~ 2022),"Statistical Database -> Population -> Vital Statistics(Live Birth,Death,Marriage,Divorce) -> Multicultural -> multicultural marriages by citizenship", -> A -> A_3 -> A2_5 -> 
4,"               multicultural marriages by province, si(city), gun(county) and gu(borough)",Statistics Table,Statistics Korea,Annual (2008 ~ 2022),"Statistical Database -> Population -> Vital Statistics(Live Birth,Death,Marriage,Divorce) -> Multicultural -> multicultural marriages by province, si(city), gun(county) and gu(borough)", -> A -> A_3 -> A2_5 -> 
4,"               multicultural Live births by province, si(city), gun(county) and gu(borough)",Statistics Table,Statistics Korea,Annual (2008 ~ 2022),"Statistical Database -> Population -> Vital Statistics(Live Birth,Death,Marriage,Divorce) -> Multicultural -> multicultural Live births by province, si(city), gun(county) and gu(borough)", -> A -> A_3 -> A2_5 -> 
3,          Vital statistics(number) by Month for Provinces,Statistics Table,Statistics Korea,"Annual (1981 ~ 2023) , Quarterly (198101 ~ 202304) , Monthly (198101 ~ 202402)","Statistical Database -> Population -> Vital Statistics(Live Birth,Death,Marriage,Divorce) -> Vital statistics(number) by Month for Provinces", -> A -> A_3 -> 
2,     Household Projections,,,,Statistical Database -> Population -> Household Projections, -> A -> A_5
3,          Whole Country (2020 Standards),,,,Statistical Database -> Population -> Household Projections -> Whole Country (2020 Standards), -> A -> A_5 -> A42_10
4,               Number of Private Households by Head's Sex and Age,Statistics Table,Statistics Korea,Annual (2000 ~ 2050),Statistical Database -> Population -> Household Projections -> Whole Country (2020 Standards) -> Number of Private Households by Head's Sex and Age, -> A -> A_5 -> A42_10 -> 
4,"               Number of Private Households by Head's Sex, Age and Marital Status",Statistics Table,Statistics Korea,Annual (2000 ~ 2050),"Statistical Database -> Population -> Household Projections -> Whole Country (2020 Standards) -> Number of Private Households by Head's Sex, Age and Marital Status", -> A -> A_5 -> A42_10 -> 
4,               Number of Private Households by Head's Age and Household Type,Statistics Table,Statistics Korea,Annual (2000 ~ 2050),Statistical Database -> Population -> Household Projections -> Whole Country (2020 Standards) -> Number of Private Households by Head's Age and Household Type, -> A -> A_5 -> A42_10 -> 
4,"               Number of Private Households by Head's Age, Household Type and Size",Statistics Table,Statistics Korea,Annual (2000 ~ 2050),"Statistical Database -> Population -> Household Projections -> Whole Country (2020 Standards) -> Number of Private Households by Head's Age, Household Type and Size", -> A -> A_5 -> A42_10 -> 
3,          Province (2020 Standards),,,,Statistical Database -> Population -> Household Projections -> Province (2020 Standards), -> A -> A_5 -> A42_20
4,"               Number of Private Households by Household Head's Sex, Age and Province",Statistics Table,Statistics Korea,Annual (2000 ~ 2050),"Statistical Database -> Population -> Household Projections -> Province (2020 Standards) -> Number of Private Households by Household Head's Sex, Age and Province", -> A -> A_5 -> A42_20 -> 
4,"               Number of Private Households by Household Head's Sex, Age, Marital status and Province",Statistics Table,Statistics Korea,Annual (2000 ~ 2050),"Statistical Database -> Population -> Household Projections -> Province (2020 Standards) -> Number of Private Households by Household Head's Sex, Age, Marital status and Province", -> A -> A_5 -> A42_20 -> 
4,"               Number of Private Households by Household Head's Age, Household Type and Province",Statistics Table,Statistics Korea,Annual (2000 ~ 2050),"Statistical Database -> Population -> Household Projections -> Province (2020 Standards) -> Number of Private Households by Household Head's Age, Household Type and Province", -> A -> A_5 -> A42_20 -> 
4,               Number of Private Households by Household Head's Age and Household Size and Province,Statistics Table,Statistics Korea,Annual (2000 ~ 2050),Statistical Database -> Population -> Household Projections -> Province (2020 Standards) -> Number of Private Households by Household Head's Age and Household Size and Province, -> A -> A_5 -> A42_20 -> 
2,     Population Projections,,,,Statistical Database -> Population -> Population Projections, -> A -> A_6
3,          Whole Country (2022 Standards),,,,Statistical Database -> Population -> Population Projections -> Whole Country (2022 Standards), -> A -> A_6 -> A41_10
4,               Projected Population by Age(Korea),Statistics Table,Statistics Korea,Annual (1960 ~ 2072),Statistical Database -> Population -> Population Projections -> Whole Country (2022 Standards) -> Projected Population by Age(Korea), -> A -> A_6 -> A41_10 -> 
4,               Population Projections and Summary indicators(Korea),Statistics Table,Statistics Korea,Annual (1960 ~ 2072),Statistical Database -> Population -> Population Projections -> Whole Country (2022 Standards) -> Population Projections and Summary indicators(Korea), -> A -> A_6 -> A41_10 -> 
4,               Projected Population by Age Group(Korea),Statistics Table,Statistics Korea,Annual (1960 ~ 2072),Statistical Database -> Population -> Population Projections -> Whole Country (2022 Standards) -> Projected Population by Age Group(Korea), -> A -> A_6 -> A41_10 -> 
4,               Determinants of Future Population Change(Korea),Statistics Table,Statistics Korea,Annual (2022 ~ 2072),Statistical Database -> Population -> Population Projections -> Whole Country (2022 Standards) -> Determinants of Future Population Change(Korea), -> A -> A_6 -> A41_10 -> 
4,               Age-specific Fertility Rate(Korea),Statistics Table,Statistics Korea,Annual (2022 ~ 2072),Statistical Database -> Population -> Population Projections -> Whole Country (2022 Standards) -> Age-specific Fertility Rate(Korea), -> A -> A_6 -> A41_10 -> 
4,               Life Expectancy at Birth (Korea),Statistics Table,Statistics Korea,Annual (1970 ~ 2072),Statistical Database -> Population -> Population Projections -> Whole Country (2022 Standards) -> Life Expectancy at Birth (Korea), -> A -> A_6 -> A41_10 -> 
4,               Life Tables(Korea),Statistics Table,Statistics Korea,Annual (2022 ~ 2072),Statistical Database -> Population -> Population Projections -> Whole Country (2022 Standards) -> Life Tables(Korea), -> A -> A_6 -> A41_10 -> 
4,               Population Projections and Summary indicators by Scenarios(Korea),Statistics Table,Statistics Korea,Annual (2022 ~ 2072),Statistical Database -> Population -> Population Projections -> Whole Country (2022 Standards) -> Population Projections and Summary indicators by Scenarios(Korea), -> A -> A_6 -> A41_10 -> 
3,          Province (2020 Standards),,,,Statistical Database -> Population -> Population Projections -> Province (2020 Standards), -> A -> A_6 -> A41_30
4,               Projected Population by Age(Province),Statistics Table,Statistics Korea,Annual (1970 ~ 2050),Statistical Database -> Population -> Population Projections -> Province (2020 Standards) -> Projected Population by Age(Province), -> A -> A_6 -> A41_30 -> 
4,               Population Projections and Summary indicators(Province),Statistics Table,Statistics Korea,Annual (1970 ~ 2050),Statistical Database -> Population -> Population Projections -> Province (2020 Standards) -> Population Projections and Summary indicators(Province), -> A -> A_6 -> A41_30 -> 
4,               Projected Population by Age Group(Province),Statistics Table,Statistics Korea,Annual (1970 ~ 2050),Statistical Database -> Population -> Population Projections -> Province (2020 Standards) -> Projected Population by Age Group(Province), -> A -> A_6 -> A41_30 -> 
4,               Determinants of Future Population Change (Province),Statistics Table,Statistics Korea,Annual (2020 ~ 2050),Statistical Database -> Population -> Population Projections -> Province (2020 Standards) -> Determinants of Future Population Change (Province), -> A -> A_6 -> A41_30 -> 
4,               Life Tables(Province),Statistics Table,Statistics Korea,5Annual (2020 ~ 2050),Statistical Database -> Population -> Population Projections -> Province (2020 Standards) -> Life Tables(Province), -> A -> A_6 -> A41_30 -> 
4,               Age-specific Fertility Rate(Province),Statistics Table,Statistics Korea,5Annual (2020 ~ 2050),Statistical Database -> Population -> Population Projections -> Province (2020 Standards) -> Age-specific Fertility Rate(Province), -> A -> A_6 -> A41_30 -> 
2,     Population Statistics Based on Resident Registration,,,,Statistical Database -> Population -> Population Statistics Based on Resident Registration, -> A -> A_7
3,"          Resident Households by City, County, and District",Statistics Table,Statistics Korea,"Annual (1992 ~ 2023) , Monthly (201101 ~ 202404)","Statistical Database -> Population -> Population Statistics Based on Resident Registration -> Resident Households by City, County, and District", -> A -> A_7 -> 
3,"          Resident Population by City, County, and District",Statistics Table,Statistics Korea,"Annual (1992 ~ 2023) , Monthly (201101 ~ 202404)","Statistical Database -> Population -> Population Statistics Based on Resident Registration -> Resident Population by City, County, and District", -> A -> A_7 -> 
